Entity Type,ID,Name/Details,Additional Info
role,ftr07954,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16),ModelSEED
role,ftr10889,"Lipid A acylation protein PagP, palmitoyltransferase",ModelSEED
role,ftr10881,"Protein PE35, involved in regulation of esxAB expression",ModelSEED
role,ftr10880,Putative ESX-1 secretion system gating protein PPE68,ModelSEED
role,ftr10883,RD1 region associated protein Rv3866,ModelSEED
role,ftr10882,RD1 region associated protein Rv3865,ModelSEED
role,ftr10884,RD1 region associated protein Rv3867,ModelSEED
role,ftr10887,RD1 region associated protein Rv3878,ModelSEED
role,ftr14508,Transposase VIBHAR_04729,ModelSEED
role,ftr14509,Transposase VSAL_I0029,ModelSEED
role,ftr11020,Hypothetical protein pVir0010,ModelSEED
role,ftr11021,Hypothetical protein pVir0012,ModelSEED
role,ftr11022,Hypothetical protein pVir0015,ModelSEED
role,ftr11023,Hypothetical protein pVir0016,ModelSEED
role,ftr11026,Hypothetical protein pVir0019/pVir0020,ModelSEED
role,ftr11027,Hypothetical protein pVir0021,ModelSEED
role,ftr15458,FIG00638357: hypothetical protein,ModelSEED
role,ftr12481,Conserved domain protein in cluster with two glycosyl transferases,ModelSEED
role,ftr04422,"3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)",ModelSEED
role,ftr04421,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (EC 2.5.1.-)",ModelSEED
role,ftr16082,FIG00639264: hypothetical protein,ModelSEED
role,ftr04138,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",ModelSEED
role,ftr04139,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,ModelSEED
role,ftr04428,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),ModelSEED
role,ftr16517,ilvY promoter,ModelSEED
role,ftr02865,Signal transduction histidine kinase CheA (EC 2.7.3.-),ModelSEED
role,ftr02867,Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY,ModelSEED
role,ftr02860,Polysaccharide biosynthesis glycosyl transferase CpsN,ModelSEED
role,ftr02863,Capsular polysaccharide biosythesis protein CpsI,ModelSEED
role,ftr16516,IlvY protected fragment at ilvY-ilvC locus,ModelSEED
role,ftr13539,"Truncated phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)",ModelSEED
role,ftr16080,Uncharacterized protein conserved in bacteria,ModelSEED
role,ftr13534,"Phage holin, class II",ModelSEED
role,ftr13536,Phage outer membrane lytic protein Rz,ModelSEED
role,ftr13530,"Phage lysin, glycosyl hydrolase",ModelSEED
role,ftr16511,metF promoter,ModelSEED
role,ftr12222,DedD protein,ModelSEED
role,ftr12220,COG3118: Thioredoxin domain-containing protein EC-YbbN,ModelSEED
role,ftr12225,Right origin-binding protein,ModelSEED
role,ftr12224,Bacteriocin production protein,ModelSEED
role,ftr15602,Putative sulfite oxidase subunit YedY,ModelSEED
role,ftr16510,gapA promoter P3,ModelSEED
role,ftr08071,RbmA protein,ModelSEED
role,ftr13286,Conjugative transfer ATPase PilU in PFGI-1-like cluster,ModelSEED
role,ftr13285,Conjugative transfer ATPase PilQ in PFGI-1-like cluster,ModelSEED
role,ftr13288,Conjugative transfer protein PilL in PFGI-1-like cluster,ModelSEED
role,ftr13289,Conjugative transfer protein PilM in PFGI-1-like cluster,ModelSEED
role,ftr06788,Probable carboxypeptidase X1 precursor (EC 3.4.17.-),ModelSEED
role,ftr07769,Rubredoxin 1,ModelSEED
role,ftr07764,Tetracycline resistance protein TetT,ModelSEED
role,ftr16512,metE promoter,ModelSEED
role,ftr06786,Transcription factor COE4,ModelSEED
role,ftr06148,"Putative sugar ABC transport system, permease protein YjfF",ModelSEED
role,ftr06146,Uncharacterized protein YtfN,ModelSEED
role,ftr06144,Uncharacterized protein YtfM precursor,ModelSEED
role,ftr04554,Pyoverdine efflux carrier and ATP binding protein,ModelSEED
role,ftr05896,Beta N-acetyl-glucosaminidase (EC 3.2.1.52),ModelSEED
role,ftr02687,Possible pyrimidine regulator in Saccharomyces kluyveri,ModelSEED
role,ftr08072,Hypothetical protein RbmB,ModelSEED
role,ftr01889,"MFS family multidrug transport protein, bicyclomycin resistance protein",ModelSEED
role,ftr13369,"T4-like phage protein, T4 GC0250",ModelSEED
role,ftr10438,Phenazine biosynthesis protein PhzC,ModelSEED
role,ftr16239,FIG00642092: hypothetical protein,ModelSEED
role,ftr15578,FIG00638307: hypothetical protein,ModelSEED
role,ftr16089,"PTS system, fructose-like IIB component",ModelSEED
role,ftr15579,FIG00638267: hypothetical protein,ModelSEED
role,ftr15576,Hypothetical protein YaeR with similarity to glyoxylase family,ModelSEED
role,ftr01083,ATP-dependent RNA helicase RhlE,ModelSEED
role,ftr01082,ATP-dependent RNA helicase RhlB,ModelSEED
role,ftr01080,Cold-shock DEAD-box protein A,ModelSEED
role,ftr00426,tRNA-dihydrouridine synthase C (EC 1.-.-.-),ModelSEED
role,ftr00939,Hydantoin utilization protein A,ModelSEED
role,ftr16344,promoter at hyb operon,ModelSEED
role,ftr16346,gapA promoter P4,ModelSEED
role,ftr16347,promoter 2 at nuo operon,ModelSEED
role,ftr15208,GcvA site 3 in gcvTHP operon,ModelSEED
role,ftr14107,"Siderophore staphylobactin ABC transporter, ATP-binding protein, putative",ModelSEED
role,ftr15209,GcvA protecred site in gcvA control region,ModelSEED
role,ftr14101,Lysine N-acyltransferase mbtK (EC 2.3.1.-) (N-acyltransferase mbtK) (Mycobactin synthetase protein K),ModelSEED
role,ftr01330,Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8),ModelSEED
role,ftr01333,Streptomycin 3''-O-adenylyltransferase (EC 2.7.7.47),ModelSEED
role,ftr01335,Aminoglycoside N6'-acetyltransferase (EC 2.3.1.82),ModelSEED
role,ftr01334,Spectinomycin 9-O-adenylyltransferase,ModelSEED
role,ftr01336,terpene synthase/cyclase family protein / go_process: terpenoid biosynthesis [goid 0016114],ModelSEED
role,ftr10113,tRNA-Pro,ModelSEED
role,ftr10161,Isopentenyl phosphate kinase,ModelSEED
role,ftr10166,"(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",ModelSEED
role,ftr10112,tRNA-Phe-GAA,ModelSEED
role,ftr00686,Hydrogenase-4 component D (EC 1.-.-.-),ModelSEED
role,ftr00687,Hydrogenase-4 component E (EC 1.-.-.-),ModelSEED
role,ftr00684,Hydrogenase-4 component B (EC 1.-.-.-),ModelSEED
role,ftr00685,Hydrogenase-4 component C (EC 1.-.-.-),ModelSEED
role,ftr00688,Hydrogenase-4 component F (EC 1.-.-.-),ModelSEED
role,ftr00689,Hydrogenase-4 component G (EC 1.-.-.-),ModelSEED
role,ftr12523,Extracellular Matrix protein PslA,ModelSEED
role,ftr10115,tRNA-Pro-GGG,ModelSEED
role,ftr12524,Extracellular Matrix protein PslB,ModelSEED
role,ftr05401,Replicative DNA helicase (EC 3.6.1.-) [SA14-24],ModelSEED
role,ftr12525,Extracellular Matrix protein PslC,ModelSEED
role,ftr10449,Similar to C-terminal Zn-finger domain of DNA topoisomerase I,ModelSEED
role,ftr12526,Extracellular Matrix protein PslD,ModelSEED
role,ftr09268,"ribulose 1,5-bisphosphate carboxylase/oxygenase activase",ModelSEED
role,ftr04307,"Acyl coenzyme A dehydrogenase, BldA, contributes to the proper timing of aerial mycelium formation and antibiotic production",ModelSEED
role,ftr04300,Carbon starvation protein A paralog,ModelSEED
role,ftr15921,FIG00638331: hypothetical protein,ModelSEED
role,ftr14089,"Enantio-pyochelin synthetase PchF, non-ribosomal peptide synthetase module",ModelSEED
role,ftr14084,"Enantio-pyochelin biosynthetic protein PchC, predicted thioesterase",ModelSEED
role,ftr14087,"Enantio-pyochelin biosynthetic protein PchK, putative reductoisomerase",ModelSEED
role,ftr14086,"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enantio-pyochelin] siderophore",ModelSEED
role,ftr14081,Isochorismate synthase (EC 5.4.4.2) [enantio-pyochelin] siderophore,ModelSEED
role,ftr14083,Isochorismate pyruvate-lyase (EC 4.-.-.-) [enantio-pyochelin] siderophore,ModelSEED
role,ftr14082,Isochorismate pyruvate-lyase (EC 4.-.-.-) [pyochelin] siderophore,ModelSEED
role,ftr14724,putative LctR binding site upstream of lctPRD,ModelSEED
role,ftr14725,promoter 1 at lctPRD,ModelSEED
role,ftr06612,"Methylcobalamin:coenzyme M methyltransferase, methanol-specific",ModelSEED
role,ftr14726,putative Fur binding site at ftn,ModelSEED
role,ftr14727,promoter 2 at lctPRD,ModelSEED
role,ftr14720,promoter at upp,ModelSEED
role,ftr14721,ArcA retarded fragment at lctPRD,ModelSEED
role,ftr06561,tRNA pseudouridine synthase 2 (EC 5.4.99.-) modifies position27/28 in mitochondrial tRNA,ModelSEED
role,ftr14722,ArcA protected fragment upstream of lctPRD,ModelSEED
role,ftr06560,Phenol hydroxylase subunit,ModelSEED
role,ftr06562,Pseudouridylate synthase 9 (EC 5.4.99.-) responsible for modification ofmitochondrial tRNAs at position 32,ModelSEED
role,ftr11561,"PTS system, diacetylchitobiose-specific IIA component (EC 2.7.1.6",ModelSEED
role,ftr11560,"PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr14269,"Phosphoglycerate dehydrogenase TM0327, putative",ModelSEED
role,ftr06565,5-oxoprolinase (EC 3.5.2.9),ModelSEED
role,ftr06564,Gamma-glutamyl cyclotransferase (EC 2.3.2.4),ModelSEED
role,ftr12036,CBSS-498211.3.peg.1514: hypothetical protein,ModelSEED
role,ftr12037,FIG007317: hypothetical protein,ModelSEED
role,ftr09889,Functional role page for Chaperone protein TorD,ModelSEED
role,ftr09888,NADPH-dependent butanol dehydrogenase (EC 1.1.1.-),ModelSEED
role,ftr06567,"Similar to 5-oxoprolinase (EC 3.5.2.9) and Methylhydantoinases A, B (EC 3.5.2.14), N-terminal domain",ModelSEED
role,ftr12030,GLUCOSE-FRUCTOSE OXIDOREDUCTASE (EC 1.1.99.28),ModelSEED
role,ftr06566,"Similar to 5-oxoprolinase (EC 3.5.2.9) and Methylhydantoinases A, B (EC 3.5.2.14), contradiction in experimental data (see Annotation)",ModelSEED
role,ftr15028,CRP protected region 1 at ca-fix divergon,ModelSEED
role,ftr06964,Hypothetical protein YceD (clustered with ribosomal protein L32p),ModelSEED
role,ftr06967,Phosphate:acyl-ACP acyltransferase PlsX,ModelSEED
role,ftr06966,FIG137276: Maf/YceF/YhdE family protein,ModelSEED
role,ftr03302,Transmembrane component glr2053 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03303,Duplicated ATPase component glr2054 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03301,Substrate-specific component glr2052 of predicted ECF transporter,ModelSEED
role,ftr03306,Transmembrane component Kcr_0337 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03307,Transmembrane component of energizing module of predicted queuosine-regulated ECF transporter,ModelSEED
role,ftr03304,Substrate-specific component Kcr_0335 of predicted ECF transporter,ModelSEED
role,ftr03305,Duplicated ATPase component Kcr_0336 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03308,ATPase component of energizing module of predicted queuosine-regulated ECF transporter,ModelSEED
role,ftr15420,putative collagenase,ModelSEED
role,ftr07564,Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9),ModelSEED
role,ftr05438,p-cumic aldehyde dehydrogenase (CymC) [EC:1.2.1.3],ModelSEED
role,ftr05439,p-cumic alcohol dehydrogenase (CymB),ModelSEED
role,ftr05436,P-cymene methyl hydroxylase,ModelSEED
role,ftr05437,"p-cymene monooxygenase, hydroxylase subunit(CymAa)",ModelSEED
role,ftr05435,p-cumate dioxygenase ferredoxin reductase subunit (CmtAa),ModelSEED
role,ftr05432,p-cumate dioxygenase small subunit (CmtAc),ModelSEED
role,ftr05433,p-cumate dioxygenase large subunit (CmtAb),ModelSEED
role,ftr16407,"ssu promoter fragment 1, position from -98 to +64",ModelSEED
role,ftr03127,Hydroxymethylpyrimidine phosphate synthase ThiC,ModelSEED
role,ftr01532,"Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)",ModelSEED
role,ftr01531,L-aminoadipate-semialdehyde dehydrogenase small subunit (EC 1.2.1.31),ModelSEED
role,ftr15279,malE divergon,ModelSEED
role,ftr09230,Similar to gamma-glutamyl-putrescine oxidase,ModelSEED
role,ftr01530,L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31),ModelSEED
role,ftr03120,Iron binding protein SufA for iron-sulfur cluster assembly,ModelSEED
role,ftr04351,ISMt3 transposase B2,ModelSEED
role,ftr15340,FIG00637894: hypothetical protein,ModelSEED
role,ftr04353,Probable polyketide synthase Pks5,ModelSEED
role,ftr04354,Polyketide synthase Pks5,ModelSEED
role,ftr06330,Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17),ModelSEED
role,ftr01534,Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.25),ModelSEED
role,ftr16097,FIG00638362: hypothetical protein,ModelSEED
role,ftr02305,"PTS system, sucrose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02304,"PTS system, sucrose-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr02307,"PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02306,Osmotic adaptation,ModelSEED
role,ftr07158,PilQ,ModelSEED
role,ftr02309,"PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr02308,"PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)",ModelSEED
role,ftr01652,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily S (as in PMID19099556)",ModelSEED
role,ftr01650,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily M (as in PMID19099556)",ModelSEED
role,ftr09460,"Outer membrane porin, OprD family",ModelSEED
role,ftr01659,"ATPase YjeE, predicted to have essential role in cell wall biosynthesis",ModelSEED
role,ftr03874,"(GlcNAc)2 ABC transporter, permease component 1",ModelSEED
role,ftr03875,"(GlcNAc)2 ABC transporter, permease component 2",ModelSEED
role,ftr03876,"(GlcNAc)2 ABC transporter, ATP-binding component 1",ModelSEED
role,ftr03877,"(GlcNAc)2 ABC transporter, ATP-binding component 2",ModelSEED
role,ftr03870,FIG048477: Hypothetical protein,ModelSEED
role,ftr03871,FIG045364: Hypothetical protein,ModelSEED
role,ftr03873,"(GlcNAc)2 ABC transporter, periplasmic substrate-binding protein",ModelSEED
role,ftr03878,Glucosamine-link cellobiase (EC 3.2.1.21),ModelSEED
role,ftr16131,Putative uncharacterized protein yjeJ,ModelSEED
role,ftr16137,FIG00639836: hypothetical protein,ModelSEED
role,ftr16136,FIG00639484: hypothetical protein,ModelSEED
role,ftr16139,"TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA",ModelSEED
role,ftr07484,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",ModelSEED
role,ftr07487,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (EC 3.7.1.-)",ModelSEED
role,ftr07486,putative 4-hydroxyphenylacetate permease,ModelSEED
role,ftr07377,putative type III secretion system lipoprotein precursor EprK,ModelSEED
role,ftr07376,Putative type III secretion system apparatus protein,ModelSEED
role,ftr07375,Type III secretion system apparatus protein,ModelSEED
role,ftr07374,probable translocation protein involved in type-III secretion process,ModelSEED
role,ftr09799,LysR family transcriptional regulator PA2877,ModelSEED
role,ftr09429,L-serine dehydratase 1 (EC 4.3.1.17),ModelSEED
role,ftr09791,LysR family transcriptional regulator STM2281,ModelSEED
role,ftr01251,putative enzyme,ModelSEED
role,ftr15343,"orf, hypothetical protein",ModelSEED
role,ftr14869,ModE retarded fragment upstream of narXL,ModelSEED
role,ftr14868,ModE protected fragment upstream of modABCD,ModelSEED
role,ftr14863,Fnr protected fragment at moeAB,ModelSEED
role,ftr14862,ArcA protected fragment upstream of moeAB,ModelSEED
role,ftr14861,putative NarL binding site 2 upstream of moeAB,ModelSEED
role,ftr14860,putative NarL binding site 1 upstream of moeAB,ModelSEED
role,ftr14867,putative ModE binding site upstream of hyc operon,ModelSEED
role,ftr14865,ModE protected fragment upstream of hyc operon,ModelSEED
role,ftr14864,ModE retarded fragment upstream of hyc operon,ModelSEED
role,ftr16521,TPP riboswitch (THI element),ModelSEED
role,ftr06428,Glutaconyl-CoA decarboxylase alpha chain (EC 4.1.1.70),ModelSEED
role,ftr01433,"C4-type zinc finger protein, DksA/TraR family",ModelSEED
role,ftr01434,COG1565: Uncharacterized conserved protein,ModelSEED
role,ftr00749,D-malic enzyme (EC 1.1.1.83),ModelSEED
role,ftr00218,2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45),ModelSEED
role,ftr00215,Fumarylacetoacetate (FAA) hydrolase (EC 4.1.1.68),ModelSEED
role,ftr00740,Pyruvate carboxyl transferase subunit A (EC 6.4.1.1),ModelSEED
role,ftr11916,COG2041: Sulfite oxidase and related enzymes,ModelSEED
role,ftr11910,Bsl0345 protein,ModelSEED
role,ftr11911,Possible 3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-),ModelSEED
role,ftr14549,Putative methyltransferase YodH,ModelSEED
role,ftr08057,FIGfam014588: Predicted regulator of CFA/I fimbriae,ModelSEED
role,ftr14698,CynR half protected fragment 1 at cynT gene,ModelSEED
role,ftr14699,CynR half protected fragment 2 at cynT gene,ModelSEED
role,ftr14690,putative CRP site 2 at dad operon,ModelSEED
role,ftr14691,309 bp CRP retarded fragment at dad operon,ModelSEED
role,ftr14692,152 bp CRP retarded fragment at dad operon,ModelSEED
role,ftr10505,"Sugar ABC transporter, periplasmic sugar-binding protein USSDB1B",ModelSEED
role,ftr14694,pts promoter Px,ModelSEED
role,ftr14695,cynR-cynTSX intergenic region,ModelSEED
role,ftr14696,CynR protected fragment at cynT gene,ModelSEED
role,ftr14697,CynR protected fragment at cynR gene,ModelSEED
role,ftr07971,"hydrogenase, subunit gamma related protein",ModelSEED
role,ftr07973,NAD-reducing hydrogenase subunit HoxY (EC 1.12.1.2),ModelSEED
role,ftr07972,NAD-reducing hydrogenase subunit HoxH (EC 1.12.1.2),ModelSEED
role,ftr07975,NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2),ModelSEED
role,ftr07974,NAD-reducing hydrogenase subunit HoxU (EC 1.12.1.2),ModelSEED
role,ftr07977,NADH-reducing hydrogenase maturation factor,ModelSEED
role,ftr07976,NAD-reducing hydrogenase subunit HoxE (EC 1.12.1.2),ModelSEED
role,ftr12937,"YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA",ModelSEED
role,ftr12936,virulence cluster protein B VclB,ModelSEED
role,ftr12931,FIG000506: Hypothetical ATP-binding protein,ModelSEED
role,ftr08157,Serine-protein kinase rsbW (EC 2.7.11.1),ModelSEED
role,ftr11005,"Secretion protein, HlyD family",ModelSEED
role,ftr11003,Putative glycosyltransferase protein,ModelSEED
role,ftr14134,Penicillin-binding protein DacC,ModelSEED
role,ftr04447,N-carbamoylputrescine amidase (3.5.1.53),ModelSEED
role,ftr16409,"ssu promoter region, position from -211 to +64",ModelSEED
role,ftr02842,Transcriptional activator protein LuxR,ModelSEED
role,ftr02843,Autoinducer synthesis protein LuxI,ModelSEED
role,ftr02845,LuxD. acyl transferase (EC 2.3.1.-),ModelSEED
role,ftr16408,"ssu promoter fragment 2, position from -5 to +64",ModelSEED
role,ftr12622,Streptomyces FUPA 24 localized putative MB protein,ModelSEED
role,ftr13512,Phage host-nuclease inhibitor Gamma,ModelSEED
role,ftr13511,Phage recombination protein Beta,ModelSEED
role,ftr16361,crp promoter P2,ModelSEED
role,ftr12200,"Polyvinyl-alcohol dehydrogenase, PQQ-dependent (EC 1.1.99.23)",ModelSEED
role,ftr12203,"COG1399 protein in cluster with ribosomal protein L32p, Bacteroidetes/Chlorobi subfamily",ModelSEED
role,ftr12202,"COG1399 protein, clustered with ribosomal protein L32p",ModelSEED
role,ftr12205,"COG1399 protein in cluster with ribosomal protein L32p, Francisella subfamily",ModelSEED
role,ftr12204,"COG1399 protein in cluster with ribosomal protein L32p, Firmicutes subfamily",ModelSEED
role,ftr12206,"COG1399 protein in cluster with ribosomal protein L32p, putative divergent",ModelSEED
role,ftr12209,RNase E 5[prime] UTR element,ModelSEED
role,ftr12208,SraB RNA,ModelSEED
role,ftr03468,Putative heat shock protein YegD,ModelSEED
role,ftr03463,molybdopterin biosynthesis mog protein,ModelSEED
role,ftr03466,Sodium/glutamate symport protein,ModelSEED
role,ftr03465,Proton/aspartate symport protein,ModelSEED
role,ftr03464,Proton/glutamate symport protein,ModelSEED
role,ftr02512,Magnesium transporter,ModelSEED
role,ftr02513,"Potassium uptake protein, integral membrane component, KtrD",ModelSEED
role,ftr02516,"cation-transporting ATPase, E1-E2 family",ModelSEED
role,ftr07740,Hypothetical oxidoreductase YqhD (EC 1.1.-.-),ModelSEED
role,ftr07741,Hypothetical transcriptional regulator yqhC,ModelSEED
role,ftr01610,Dihydroorotate dehydrogenase (EC 1.3.3.1),ModelSEED
role,ftr15274,predicted GntR site 1 at gntT gene,ModelSEED
role,ftr11711,Phage lysis protein S,ModelSEED
role,ftr15350,Putative adhesion and penetration protein,ModelSEED
role,ftr01966,"heterodisulfide reductase, subunit E, putative",ModelSEED
role,ftr16400,gntP promoter,ModelSEED
role,ftr09636,hemimethylated DNA binding protein YccV,ModelSEED
role,ftr09637,Helicase IV (EC 3.6.1.-),ModelSEED
role,ftr09630,FIG002842: hypothetical protein,ModelSEED
role,ftr09631,FIG003276: zinc-binding protein,ModelSEED
role,ftr09638,"ABC-type probable sulfate transporter, permease protein",ModelSEED
role,ftr00912,Putative EsaC protein analog (Listeria type 3),ModelSEED
role,ftr00913,Putative EsaC protein analog (Listeria type 4),ModelSEED
role,ftr00911,Putative EsaC protein analog (Listeria type 2),ModelSEED
role,ftr16366,glpEGR promoter,ModelSEED
role,ftr16367,glpR promoter P1,ModelSEED
role,ftr16364,insAB promoter,ModelSEED
role,ftr16365,glpR promoter P2,ModelSEED
role,ftr16362,cai promoter,ModelSEED
role,ftr16360,crp promoter P1,ModelSEED
role,ftr14748,putative Fur binding site at b2392,ModelSEED
role,ftr16406,"ssu control region, position from -144 to +64",ModelSEED
role,ftr03370,Predicted L-serine dehydratase (EC 4.3.1.17) TdcG,ModelSEED
role,ftr08187,Periplasmic divalent cation tolerance protein cutA,ModelSEED
role,ftr16533,MicC RNA,ModelSEED
role,ftr04320,"Putative methyltransferase,bldM, influences various aspects of colony growth and development",ModelSEED
role,ftr04329,Multifunctional mycocerosic acid synthase membrane-associated mas (Multi-functional membrane-associated mycocerosic acid synthase mas),ModelSEED
role,ftr08776,Putative membrane protein found fused to lysyl-tRNA synthetase like protein,ModelSEED
role,ftr12198,Coenzyme PQQ synthesis protein F (EC 3.4.99.-),ModelSEED
role,ftr08775,Lysyl-tRNA synthetase (class II) related protein found fused to membrane protein,ModelSEED
role,ftr15058,AT-rich sequence at yiaK-S operon,ModelSEED
role,ftr00008,Hyaluronan synthase 3 (EC 2.4.1.212),ModelSEED
role,ftr02355,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),ModelSEED
role,ftr00002,Treacle protein,ModelSEED
role,ftr00003,"H-2 class II histocompatibility antigen, gamma chain",ModelSEED
role,ftr00005,Arylsulfatase B precursor (EC 3.1.6.12),ModelSEED
role,ftr00006,Cirhin,ModelSEED
role,ftr00007,Hyaluronan synthase 2 (EC 2.4.1.212),ModelSEED
role,ftr05546,Carbon monoxide dehydrogenase corrinoid/iron-sulfur protein gamma subunit (EC 1.2.99.2),ModelSEED
role,ftr07182,Ferulate-5-hydroxylase,ModelSEED
role,ftr05547,CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein) (EC 1.2.99.2),ModelSEED
role,ftr07183,UDP-glucose:sinapate glucosyltransferase (EC 2.4.1.120),ModelSEED
role,ftr05186,Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55),ModelSEED
role,ftr05182,Arabinose operon protein araM,ModelSEED
role,ftr05180,Alpha-N-arabinofuranosidase (EC 3.2.1.55),ModelSEED
role,ftr04853,"Para-hydroxybenzoate--polyprenyltransferase, mitochondrial precursor (EC 2.5.1.-)",ModelSEED
role,ftr04580,"Pirin-related protein, coexpressed with pyoverdine biosynthesis regulon",ModelSEED
role,ftr04856,Ubiquinone biosynthesis monooxygenase UbiB,ModelSEED
role,ftr04855,3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-),ModelSEED
role,ftr04854,3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-),ModelSEED
role,ftr04588,Hypothetical protein PvdX,ModelSEED
role,ftr04859,Ubiquinone biosynthesis monooxgenase COQ6 (EC 1.14.13.-),ModelSEED
role,ftr04858,2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-),ModelSEED
role,ftr15275,predicted GntR site 2 at gntT gene,ModelSEED
role,ftr08112,Erythritol phosphate dehydrogenase EryB,ModelSEED
role,ftr05454,"tRNA N2,N2-dimethyl(Guanine26-N2)-methyltransferase (EC 2.1.1.32)",ModelSEED
role,ftr05456,Pseudouridylate synthase 6 (EC 5.4.99.-) responsible for modification of cytoplasmic and mitochondrial tRNAs at position 31,ModelSEED
role,ftr05457,tRNA (cytosine32/34-2'-O-)-methyltransferase (EC 2.1.1.-),ModelSEED
role,ftr05451,tRNA-dihydrouridine synthase 1 (EC 1.-.-.-) modifies uridine residues at position 16 and 17 of cytoplasmic tRNAs,ModelSEED
role,ftr05452,tRNA-dihydrouridine synthase 2 (EC 1.-.-.-) modifies uridine residues at position 20 of cytoplasmic tRNAs,ModelSEED
role,ftr05453,tRNA-dihydrouridine synthase 4 (EC 1.-.-.-) modifies uridine residues at position 20A and 20B of cytoplasmic tRNAs,ModelSEED
role,ftr05459,Pseudouridylate synthase 8 (EC 5.4.99.-) responsible for modification of cytoplasmic tRNAs at position 32,ModelSEED
role,ftr03587,"Outer membrane protein, RND efflux system precursor",ModelSEED
role,ftr03580,FmhB protein of FemAB family involved in peptidoglycan interpeptide biosynthesis,ModelSEED
role,ftr03581,Potential AcrEF/EnvCD operon repressor,ModelSEED
role,ftr03582,Potential AcrAB operon repressor,ModelSEED
role,ftr15558,"PTS system, mannose-specific IIA component",ModelSEED
role,ftr15008,CRP retarded fragment at secB gene,ModelSEED
role,ftr14746,ArcA binding site 4 at cydA,ModelSEED
role,ftr12059,Probable arabinosyltransferase A (EC 2.4.2.-),ModelSEED
role,ftr12056,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),ModelSEED
role,ftr12057,Probable acyl-CoA dehydrogenase fadE35 (EC 1.3.99.-),ModelSEED
role,ftr15007,CRP protected region at secB gene,ModelSEED
role,ftr12052,"Integral membrane protein YggT, involved in response to extracytoplasmic stress (osmotic shock)",ModelSEED
role,ftr09270,Carbon dioxide concentrating mechanism protein CcmK homolog,ModelSEED
role,ftr13898,Epoxyqueuosine (oQ) reductase QueG,ModelSEED
role,ftr06462,FIG033155: Hypothetical protein,ModelSEED
role,ftr13891,FIG003955: protein of unknown function,ModelSEED
role,ftr13897,"COG0553: Superfamily II DNA/RNA helicases, SNF2 family",ModelSEED
role,ftr07674,HigB toxin protein,ModelSEED
role,ftr07172,PilU,ModelSEED
role,ftr02987,Outer membrane lipoprotein LolB,ModelSEED
role,ftr02981,Methylase of polypeptide chain release factors,ModelSEED
role,ftr02989,Acetylglutamate kinase (EC 2.7.2.8),ModelSEED
role,ftr08809,Putative cytochrome c-type biogenesis protein related to CcmF,ModelSEED
